"id","name","component","ra","dec","proper_motion","proper_motion_dir","radial_velocity","spectral_type_full","spectral_type","spectral_type_sub","luminosity_class","visual_magnitude","absolute_magnitude","parallax","bv_color","hd_number"
14273,"NN 3693",,"11 53 53.1","+06 59 52",0.955,159.8,-60,"M6  :","M",6,,17.89,17.13,70.6,1.72,
14862,"Gl 589","B","15 35 20.3","+17 42 51",1.219,263,,"M6","M",6,,14.99,14.22,70.2,1.81,
14907,"NN 3929",,"15 58 19.2","+35 24 27",0.353,333,,"M6  :","M",6,,12.69,11.62,61,1.59,
15606,"Gl 791.2",,"20 29 48.1","+09 41 23",0.685,79.8,-15,"dM6  e","M",6,,13.05,13.34,114.2,1.65,
15821,"NN 4224","AB","21 49 07.6","-41 32 09",0.342,121,,"M6","M",6,,12.2,11.3,66,1.59,
16114,"Gl 896","B","23 31 52.7","+19 56 15",0.56,91.7,-1.2,"dM6  e","M",6,,12.4,13.3,151.9,1.65,
16151,"Gl 905",,"23 41 54.7","+44 10 30",1.617,177,-77.7,"dM6  e","M",6,,12.29,14.79,315.6,1.9,
12439,"NN 3012",,"00 11 22.0","+58 21 10",0.235,92,,"K7","K",7,,9.48,7.79,46,1.22,
12503,"NN 3038",,"00 32 15.6","-63 05 26",0.518,101.7,,"K7","K",7,,9.61,7.29,34.3,1.35,
12684,"Gl 57.1","B","01 23 01.0","-12 57 29",0.474,94,58.3,"dK7   J","K",7,,10.38,8.6,44,1.38,
12792,"NN 3138",,"02 09 11.2","-16 20 40",0.556,82.3,,"K7","K",7,,10.95,8.96,40,,
13734,"GJ 1111",,"08 29 49.5","+26 46 38",1.29,242.2,-5,"M6.5","M",6.5,,14.81,17.01,275.8,2.06,
14087,"NN 3622",,"10 48 12.7","-11 20 14",1.644,158.5,-7,"M6.5","M",6.5,,15.6,17.32,221,2.1,
14711,"NN 3855",,"14 30 39.5","+59 43 06",0.825,282.4,21,"M6.5","M",6.5,,17.88,17.95,103.3,,
15947,"NN 4281",,"22 28 54.0","-13 25 18",1.083,196.5,-21,"M6.5","M",6.5,,17.14,16.96,91.9,2.16,
14034,"NN 3597",,"10 23 55.0","-29 38 44",0.105,336.5,,"G5 V","G",5,"V",6.94,5.11,43,0.65,90156
14397,"GJ 2096",,"12 39 51.7","-77 50 35",0.9,293.1,24.3,"K5 V","K",5,"V",9.05,7.5,49,1.2,109952
14247,"Gl 442","A","11 46 31.4","-40 30 02",1.587,284.4,15.3,"G5 V","G",5,"V",4.9,4.84,97.1,0.66,102365
14436,"Wo 9421",,"12 53 10.8","-03 33 11",0.265,268.4,-7.1,"F5 V","F",5,"V",6.11,3.89,36,0.5,111998
14473,"Gl 501","A","13 09 59.0","+17 31 46",0.45,288.8,-11.6,"F5 V","F",5,"V",4.98,3.55,51.7,0.45,114378
15310,"NN 4056",,"18 24 05.4","+01 41 06",0.269,139,,"g",,,,11.84,11.1,72,1.56,
15312,"GJ 1227",,"18 22 27.0","+62 02 53",1.544,217.1,,"m",,,,13.41,13.83,121.3,1.76,
15315,"NN 4059",,"18 26 24.4","+11 20 54",0.279,183,,"m",,,,12.85,11.43,52,,
15320,"GJ 1228",,"18 30 20.6","+54 47 24",0.372,318,,"DXP8",,,,15.5,14.64,67.2,0.49,
15324,"NN 4062",,"18 31 58.6","+40 41 06",0.419,348,,"m",,,,11.99,11.48,79,,
15342,"NN 4067",,"18 39 59.5","+33 24 53",0.301,3,,"m",,,,13.12,11.57,49,,
15389,"Wo 9638",,"18 55 53.0","+23 33 25",0.314,155.4,10.3,"K2","K",2,,8.09,6.15,40.9,0.91,175742
15409,"Gl 743.2",,"19 05 20.5","+25 55 17",0.059,225.6,-71.5,"dK2","K",2,,7.22,3.73,20,1.03,177830
15382,"Wo 9637",,"18 55 07.3","-22 40 15",0.105,103.7,104.2,"K3 IIIa:","K",3,,4.99,3,40,1.33,175190
12961,"NN 3202",,"03 07 33.4","-03 58 26",0.461,217,,"dK7","K",7,,10.87,8.99,42,1.43,
13009,"NN 3219","A","03 22 27.7","+27 09 19",0.208,113,,"K7","K",7,,11.03,9.3,45,1.43,
12911,"GJ 1052",,"02 46 30.5","-02 27 26",0.513,154.8,,"DA7","A",7,,15.53,13.92,47.7,0.36,
13343,"Gl 207",,"05 33 02.9","+29 23 22",0.33,245.2,,"K7","K",7,,12.07,10.7,54.1,1.46,
13348,"NN 3355",,"05 35 01.0","+28 05 55",0.347,139,,"K7","K",7,,10.08,8.14,41,1.27,244957
13455,"Wo 9212","B","06 27 10.9","-25 51 23",0.29,220,,"K7","K",7,,11.57,9.29,35,1.04,
13475,"Wo 9216",,"06 44 46.5","+71 53 19",0.555,193.1,-12,"K7","K",7,,10.95,8.8,37.8,1.48,
13512,"Gl 254",,"06 57 04.7","+30 45 25",0.23,157.6,-7.8,"K7","K",7,,9.72,8.46,56,1.36,266611
13838,"Gl 334.1",,"09 10 27.8","+73 24 28",0.318,210,-27,"K7","K",7,,10.17,8.6,48.6,1.26,
13906,"Wo 9299",,"09 29 35.3","-05 22 21",0.489,274.3,,"K7","K",7,,9.74,8.01,45,1.31,
14156,"NN 3650",,"11 13 12.5","+00 14 10",0.471,240,,"K7","K",7,,10.24,8.7,50,1.46,
14419,"GJ 1164","B","12 48 09.8","-24 48 13",0.368,295.2,,"K7","K",7,,10.04,8.45,48,1.38,
14514,"Gl 508.3",,"13 23 44.3","-14 02 46",0.763,239.2,,"K7","K",7,,11.79,9.1,29,1.4,
14546,"Wo 9452",,"13 32 41.3","+75 00 23",0.452,276.1,-35,"K7","K",7,,10.27,7.99,35,1.29,
14875,"Gl 596","A","15 43 02.0","+26 16 39",0.166,128.6,,"K7","K",7,,10.7,8.1,30,1.29,
15321,"NN 4060",,"18 34 06.4","-62 44 42",,,,"K7","K",7,,9.52,8.75,70,1.45,
15402,"Wo 9641",,"19 04 40.8","-21 44 30",0.1,127.1,27.2,"K0 III","K",0,"III",3.77,1.9,43.1,1.01,177241
15411,"Wo 9643",,"19 06 56.3","-27 40 12",0.255,192,45.4,"K1 III","K",1,"III",3.32,1.5,43.1,1.19,177716
14474,"Gl 501","B","13 09 59.0","+17 31 46",0.45,288.8,-27.7,"F5 V","F",5,"V",5.17,3.74,51.7,,114379
14254,"Gl 446",,"11 47 15.4","-30 17 10",0.353,229.4,11.8,"G5 V","G",5,"V",6.48,5.14,54,0.68,102438
14258,"NN 3687",,"11 48 03.4","-35 13 32",0.165,247.5,-0.1,"G5/6 V","G",5,"V",7.09,5.54,49,0.77,102540
14281,"Gl 452.5","A","11 55 01.4","-56 05 46",0.299,131.8,51.1,"G5 V","G",5,"V",7.29,4.88,33,0.64,103493
14521,"NN 3785",,"13 25 14.0","+54 59 18",0.115,98.5,-8.9,"A5 V","A",5,"V",4.01,2.07,41,0.16,116842
14512,"NN 3781","A","13 23 38.6","+02 43 25",0.185,1.4,28,"G5 V","G",5,"V",7.06,5.51,49,0.77,116442
14513,"NN 3782","B","13 23 40.6","+02 43 32",0.19,359.5,,"G5 V","G",5,"V",7.36,5.81,49,0.83,116443
14586,"GJ 1177","A","13 47 42.1","-32 25 52",0.102,105.9,,"K5 V","K",5,"V",8.94,8.13,69,1.32,120036
15374,"NN 4084",,"18 51 39.8","+24 27 25",0.374,263,,"m",,,,12.76,11.12,47,,
15377,"NN 4086","B","18 54 06.8","-54 21 24",0.208,108.8,,"m",,,,12.3,10.3,40,,
15379,"Gl 732","B","18 53 42.2","-38 36 51",1.011,162,,,,,,16,15,75.2,,
15384,"Gl 734","B","18 54 54.6","+10 58 28",0.12,95,,,,,,12.3,11.3,62.1,,
15390,"NN 4088",,"18 57 09.8","+07 34 26",0.182,227,,"m",,,,11.2,9.61,48,,
15394,"NN 4091","B","18 56 18.1","+54 29 51",0.32,178,,"m",,,,12.04,10.16,42,1.56,
15401,"Gl 742",,"19 00 10.3","+70 39 54",0.536,9.6,,"DXP5",,,,13.2,12.57,74.8,0.05,
15403,"NN 4093",,"19 02 27.5","+70 25 41",0.205,7,,"m",,,,12.54,10.66,42,,
12975,"Gl 127","A","03 12 04.5","-28 59 14",0.727,27.6,-20,"F7 IV","F",7,"IV",3.95,3.26,72.7,0.51,20010
15438,"Gl 748.2","A","19 14 58.6","+02 09 54",0.513,41.9,,"K4","K",4,,10.2,8.51,45.9,1.19,
15461,"Gl 757",,"19 24 34.4","-22 03 45",0.494,206.3,,"K4","K",4,,10.92,9.3,47.4,1.41,
15469,"NN 4111",,"19 29 05.0","+07 09 38",0.348,50,,"K7","K",7,,10.71,9.1,47,1.41,
15031,"Gl 632.2","A","16 34 13.1","+75 58 58",0.18,41,-7.1,"K7","K",7,,10.02,7.33,29,1.15,
15285,"NN 4043",,"18 10 56.3","+49 58 22",0.228,185,,"K7","K",7,,9.96,8,41,1.29,
13027,"NN 3226",,"03 27 37.8","+09 56 05",,,,"K7","K",7,,10.45,8.46,40,1.39,
13083,"Gl 153","A","03 48 00.9","+68 40 21",0.291,27,4.3,"K7","K",7,,9.33,7.9,51.8,1.28,23189
13086,"Gl 154",,"03 46 20.3","+26 12 55",0.41,119,36.3,"K7","K",7,,9.61,8.8,68.9,1.47,23453
13369,"Gl 215",,"05 45 46.7","+62 14 14",0.838,166.3,-19.6,"K7","K",7,,9.02,8.29,71.6,1.4,
13350,"GJ 1082",,"05 36 20.0","+41 30 04",0.1,285,,"DA7","A",7,,14.75,13.37,53,0.32,
12759,"Gl 82.1",,"01 59 06.1","+33 12 33",0.431,144.9,-35.5,"dG7","G",7,,7.14,5.68,51,0.78,12051
13735,"GJ 1112",,"08 30 39.4","+32 41 51",0.548,195.6,-18,"DA7","A",7,,15.72,14.01,45.4,0.3,
13435,"Wo 9205",,"06 16 03.1","+70 46 52",0.444,180.6,25,"dG7","G",7,,7.43,5.65,44,0.77,42250
13841,"Gl 335","A","09 10 23.1","+67 08 06",0.099,188.1,-2.9,"F7 IV-V","F",7,,4.84,3.5,54,0.49,78154
13939,"GJ 2074",,"09 41 59.4","+06 57 16",0.044,201,,"DA7","A",7,,14.9,13.72,58,0.3,
14029,"GJ 1133",,"10 23 08.3","+63 27 35",0.276,44,,"DA7","A",7,,14.71,13.65,61.4,0.38,
14183,"Gl 426","B","11 21 49.0","+18 11 22",0.183,235.4,,"K7","K",7,,10.7,8.7,40,,
13494,"Gl 248",,"06 48 11.8","-61 56 27",0.276,345.1,20.6,"A7 IV","A",7,"IV",3.27,1.8,50.9,0.21,50241
13809,"Gl 331","A","08 59 12.8","+48 02 32",0.5,242.4,9,"A7 IV","A",7,"IV",3.14,2.41,71.3,0.19,76644
15470,"Wo 9657","A","19 29 52.5","-26 59 09",0.053,139,-31.4,"K3 III","K",3,"III",5.52,2.1,21,1.12,183275
13715,"GJ 1109",,"08 18 33.4","-36 39 34",0.147,309.8,5.1,"A7 III","A",7,"III",4.45,3.18,55.8,0.22,70060
14413,"NN 3746",,"12 46 30.5","-11 48 44",0.287,280.8,-16.8,"G5 V","G",5,"V",6.87,5.23,47,0.7,111031
14669,"Gl 542.1","A","14 19 00.6","-25 48 54",0.507,313.2,-21,"F5 V","F",5,"V",5.87,3.83,39,0.5,125276
14602,"Gl 530",,"13 51 20.6","-24 23 28",0.647,243.3,2.1,"G5 V","G",5,"V",6.44,5.37,61,0.69,120690
14618,"Gl 534.3",,"13 58 37.1","-34 00 02",0.516,231.5,60.3,"G5 V","G",5,"V",8.17,5.07,24,0.68,121849
14850,"Gl 587",,"15 29 19.0","-49 57 11",0.238,246.8,-42.7,"G5 V","G",5,"V",7.69,5.7,40,0.77,137676
14908,"Wo 9533",,"15 58 32.6","+27 44 27",0.828,291.5,-69.8,"K0 V","K",0,"V",8.01,6.25,44.4,0.77,143291
14867,"Gl 593","A","15 36 01.7","+39 48 11",0.465,277.3,-67.7,"K2 V","K",2,"V",7.43,5.79,47,0.91,139341
14909,"NN 3930",,"15 58 43.9","+25 34 13",0.136,215.2,-4.5,"K2 V","K",2,"V",8.33,6.55,44,1,143313
14865,"Gl 591",,"15 35 56.7","+39 49 53",0.458,276.9,-65.6,"K3 V","K",3,"V",7.6,5.96,47,0.96,139323
15439,"Gl 748.2","B","19 14 58.6","+02 09 54",0.513,41.9,,"k-m",,,,11.17,9.48,45.9,1.36,
15443,"Gl 750","B","19 16 43.1","-45 53 23",0.45,154,,,,,,10.1,9.4,72.6,,
15449,"GJ 1234",,"19 18 58.4","+38 43 22",0.25,179,,"DC7",,,,14.57,14.23,85.6,0.44,
15451,"Gl 754.1","A","19 20 35.1","-07 40 06",0.199,198,,"DQ5",,,,12.28,12.25,98.8,0.06,
15456,"GJ 1235",,"19 21 38.6","+20 52 01",1.751,212.6,93,"k-m",,,,13.38,13.34,98.4,1.71,
15457,"GJ 1236",,"19 22 02.6","+07 02 39",0.836,242.3,32,"m",,,,12.35,12.16,91.5,1.69,
15460,"NN 4108",,"19 22 40.6","+29 25 50",0.704,179.7,,"m",,,,15.37,13.76,47.6,1.82,
15502,"Gl 765.2",,"19 39 06.4","+76 25 22",0.211,46.6,-3.8,"dK0","K",0,,8.08,6.09,40,0.88,186922
15530,"Wo 9672",,"19 55 01.7","+04 03 45",0.383,229.6,50,"K3","K",3,,9.4,6.79,30,0.99,188427
15514,"Gl 767.1","B","19 46 28.0","+33 43 51",0.443,177.6,4.5,"dK6","K",6,,8.56,6.8,44.4,1.04,225732
14191,"Gl 427",,"11 24 13.2","+21 21 37",1.05,270.2,51,"DA7","A",7,,14.24,13.59,74.2,0.28,
14197,"NN 3663",,"11 25 43.5","-63 58 22",0.318,257.3,-5,"F7 V +F7V","F",7,,5.17,3.23,40.9,0.5,99453
14454,"Gl 496","A","13 03 46.0","-20 34 58",0.141,84.3,26.7,"F7 V    J","F",7,,6.27,4.39,42,0.56,113415
14279,"Gl 452.3","B","11 54 34.9","+19 25 42",0.444,268.4,5.7,"dG7","G",7,,8.43,5.5,26,0.76,103431
14500,"Gl 506.2",,"13 15 11.0","+84 45 08",0.136,279.7,8.7,"dF7","F",7,,7.28,3.67,19,0.5,116459
14565,"Gl 521.1",,"13 40 07.5","-04 11 10",0.627,322.2,5,"K7","K",7,,9.59,8.88,72.2,1.4,118926
14590,"GJ 1178",,"13 47 24.3","+10 21 40",0.884,262.7,,"DA7","A",7,,15.08,13.59,50.3,0.38,
14884,"Gl 599","B","15 47 29.3","-37 55 01",0.468,241.9,1,"DA7","A",7,,12.78,12.11,73.5,0.33,
15039,"Wo 9574",,"16 41 34.7","-17 44 30",0.022,260.3,-22.1,"G7.5 II CN","G",7,,4.96,3.2,43.7,1.11,150416
15260,"Gl 699.1",,"17 49 50.4","+82 46 21",3.587,337.3,-154,"DA7","A",7,,14.3,13.24,61.5,0.35,
15308,"GJ 2135",,"18 24 03.7","-13 08 46",0.637,195.9,,"DA7","A",7,,15.6,14.09,50,0.42,
15362,"Gl 726",,"18 47 27.6","-03 38 22",0.275,206.1,16,"K7","K",7,,8.81,8.07,71,1.29,173818
14264,"GJ 1152",,"11 51 37.3","+35 11 24",0.11,255.7,-9.3,"G7 IV","G",7,"IV",9.64,7.9,44.6,0.78,
14485,"Gl 503","AB","13 14 14.8","-59 06 12",0.296,237.7,-64.8,"F7 IV","F",7,"IV",4.92,3.51,52.2,0.48,114837
14437,"Gl 488.1",,"12 53 26.7","-40 10 42",0.066,114.1,-2.5,"A7 III","A",7,"III",4.26,2.9,54.1,0.21,111968
14900,"GJ 1196",,"15 54 38.6","-26 00 18",0.25,295.4,,"K5 V","K",5,"V",9.28,7.64,47,1.24,142288
14905,"Gl 604",,"15 57 41.2","-42 37 28",0.323,233.3,35.6,"K5 V","K",5,"V",8.05,6.9,58.9,1.12,142709
14731,"Gl 560","B","14 42 30.1","-64 58 28",0.3,218.1,7,"K5 V","K",5,"V",8.47,7.14,54.2,1.15,
14690,"Gl 550",,"14 27 32.6","-51 56 00",0.306,277.5,11.8,"G5 V","G",5,"V",7.83,5.22,30,0.7,126525
14705,"NN 3852",,"14 29 37.3","+41 47 43",0.272,144.9,0.4,"G5 V","G",5,"V",6.35,5.2,59,0.7,127334
14728,"NN 3863",,"14 41 52.4","-75 08 21",0.129,102.6,,"G5 V","G",5,"V",6.73,5,45,,128400
14791,"Gl 574",,"15 03 03.9","-46 17 38",0.29,271,-65.2,"K5 V","K",5,"V",9.86,8.63,56.8,1.2,
15506,"Gl 765.4","A","19 45 33.1","+33 36 06",0.431,177.7,4.4,"K3 V","K",3,"V",8.35,6.56,43.9,0.99,186858
15507,"Gl 765.4","B","19 45 33.1","+33 36 06",0.431,177.7,,"K3 V","K",3,"V",8.54,6.75,43.9,,
15525,"Gl 770",,"19 54 17.5","-23 56 27",0.426,197.4,-5.1,"K3/4 V","K",3,"V",6.17,5.45,71.7,1.02,188088
15504,"NN 4121",,"19 47 15.0","-71 05 24",0.673,176.3,,"m",,,,13.9,12,41,,
15509,"Gl 766","B","19 45 46.0","+27 07 33",1.226,181.5,,,,,,13.4,13.2,93.1,,
15515,"NN 4123",,"19 49 37.5","+08 12 25",0.249,243,,"k",,,,15.21,13.2,39,1.72,
15517,"NN 4125",,"19 50 16.8","+31 46 56",0.365,27,,"m",,,,12.88,11,42,,
15521,"GJ 1243",,"19 51 09.3","+46 28 56",0.29,32,,"m",,,,12.83,12.45,83.9,1.64,
15526,"NN 4127",,"19 53 33.0","+34 08 29",0.241,2,,"m",,,,11.63,9.94,46,,
15527,"NN 4128",,"19 54 03.1","+32 33 50",0.251,51,,"m",,,,12.43,10.49,41,,
15529,"GJ 1245","B","19 53 55.3","+44 24 55",0.731,143.1,,"m",,,,14.01,15.64,212,1.98,
15537,"Gl 773","B","19 57 23.6","-12 33 50",0.52,188.1,,"m",,,,15.36,13.74,47.4,,
15573,"Gl 782",,"20 10 19.4","-20 29 36",0.565,231,19.4,"K4 Vp","K",4,,8.92,7.92,63.2,1.29,191391
15489,"Gl 764.1","B","19 36 46.2","-10 26 34",0.385,225.7,68.6,"K7","K",7,,10.2,8.8,52.5,,
15472,"Gl 761.1",,"19 29 21.7","+31 36 33",0.4,183.3,-10,"G7 IV","G",7,"IV",6.96,5.38,48.4,0.71,183650
15518,"Gl 768",,"19 50 47.4","+08 52 06",0.662,54.3,-26.1,"A7 IV-V","A",7,,0.77,2.29,201,0.22,187642
15584,"Gl 784.2","B","20 13 55.5","+06 42 39",0.633,202.8,,"DA7","A",7,,15.72,13.96,44.4,0.37,
15644,"NN 4156",,"20 41 26.8","+57 25 31",0.291,18,-24,"K7","K",7,,10.29,8.41,42,1.36,
15646,"NN 4158",,"20 44 02.7","-51 55 17",0.169,109,-1.6,"A7 III-IV","A",7,,4.51,2.9,47.3,0.27,197157
15668,"NN 4168",,"20 52 07.5","+27 05 47",0.095,231.8,1,"G7 III CN","G",7,,4.58,2.6,40.3,0.83,198809
15701,"NN 4179",,"21 05 44.0","-16 54 46",,,,"K7","K",7,,10.33,8.69,47,1.42,
15748,"Gl 826",,"21 18 34.6","+62 35 08",0.158,70.5,-11.5,"A7 IV-V","A",7,,2.44,1.57,67,0.22,203280
15856,"NN 4244",,"21 59 32.2","-60 56 00",0.102,181.7,,"K7","K",7,,9.55,7.82,45,1.25,
15874,"NN 4254",,"22 05 52.8","-11 54 23",0.293,242,,"K7","K",7,,10.15,8.93,57,1.45,
15881,"Gl 848.1","A","22 08 10.2","-51 13 07",0.36,112,-38,"K7","K",7,,10.51,7.67,27,1.21,
15931,"Gl 857.1","A","22 24 45.9","+22 33 04",0.2,244.3,-6.3,"dK7  e","K",7,,8.86,7.25,47.6,1.19,
15942,"NN 4280",,"22 26 33.1","+63 52 47",0.288,44,,"K7","K",7,,9.51,7.52,40,1.18,
14381,"Gl 473","B","12 33 17.2","+09 01 15",1.811,277.4,,"M7","M",7,,13.3,15.1,232.2,,
14774,"NN 3879","B","14 56 27.7","+17 55 10",0.993,299.5,9,"M7  :","M",7,,18.6,17.5,60,,
14893,"NN 3923",,"15 51 21.9","+29 31 05",0.501,206.4,,"M7","M",7,,13.01,11.83,58,1.58,
15071,"Gl 644","C","16 55 35.5","-08 23 39",1.19,222.5,20,"M7","M",7,,16.78,17.72,153.9,1.99,
15756,"NN 4193",,"21 26 12.1","-42 25 55",0.087,340,,"M7","M",7,,12.67,11.12,49,1.53,
16202,"NN 4386",,"23 59 46.1","-44 04 04",0.276,356,,"M7","M",7,,12.82,11.48,54,1.64,
16010,"Wo 9801","A","22 52 24.2","+09 50 06",0.523,84.6,10.2,"F7 IV","F",7,"IV",5.16,3.22,41,0.48,216385
14778,"Gl 570.1",,"14 58 08.8","-48 51 47",0.336,181.5,37.3,"G5 V","G",5,"V",6.35,5.31,62,0.71,131923
14804,"Gl 578",,"15 07 17.9","+24 52 11",0.249,132.6,-9.8,"F5 V","F",5,"V",4.93,3.42,50,0.43,134083
14816,"NN 3896","A","15 12 43.3","+19 17 09",0.656,296,-37.8,"G5 V","G",5,"V",6.68,5.17,50,0.68,135101
14818,"Gl 579.4",,"15 13 28.7","-25 18 32",0.402,259.4,5.5,"G5 V","G",5,"V",6.45,5.11,54,0.7,134987
14877,"Gl 596.1","A","15 44 02.1","+02 30 52",0.163,200.4,19.4,"G5 V","G",5,"V",5.86,4.38,50.6,0.68,140538
15097,"Gl 653",,"17 05 03.4","-05 04 01",1.471,218.5,34.2,"K5 V","K",5,"V",7.73,7.47,88.7,1.16,154363
15160,"GJ 1217",,"17 22 43.0","-14 57 22",0.206,207,-56,"K5 V","K",5,"V",10.84,8.99,42.7,1.41,
15586,"Gl 785",,"20 15 17.0","-27 01 57",1.259,98.5,-54.4,"K0 V","K",0,"V",5.73,5.91,108.8,0.88,192310
15578,"Gl 783.2","A","20 11 06.1","+16 11 18",0.574,314.7,-48.3,"K1 V","K",1,"V",7.33,5.87,51,0.85,191785
15725,"Gl 822","B","21 14 29.1","+10 00 25",0.307,175.3,,"F7 V","F",7,"V",5.4,4,53.3,,
15566,"NN 4135",,"20 05 44.3","+52 58 14",0.264,44,,"m",,,,13.16,11.86,55,,
15569,"NN 4136",,"20 07 57.4","-01 32 39",0.407,129,,"k-m",,,,13.55,12,49,1.62,
15570,"GJ 1250",,"20 08 18.8","+33 18 07",0.488,39.4,,"m",,,,14.88,13.23,46.8,1.82,
15575,"NN 4137",,"20 10 55.6","-25 35 09",0.848,166.6,,"m",,,,14.98,13.25,45,,
15592,"NN 4143",,"20 18 48.9","+15 50 23",0.207,108,,"m",,,,11.79,10.61,58,,
15594,"NN 4144",,"20 19 39.4","+08 00 21",0.182,152,,"m",,,,12.92,11.19,45,,
15597,"Gl 788.1",,"20 22 42.3","-58 17 04",0.845,114.8,-66,"m",,,,10.59,9.14,51.2,1.46,
15602,"NN 4146",,"20 26 55.9","+27 31 04",0.288,0,,"m",,,,12.27,10.44,43,,
12724,"NN 3108",,"01 43 15.9","+27 50 33",0.552,92.3,,"K7","K",7,,10.4,8.98,52,1.46,
15972,"Gl 867.1","A","22 39 34.9","-12 36 53",0.281,122.7,-12.7,"G8/K0 V J","G",8,,8.51,5.67,27,0.78,214615
12668,"Gl 56.4",,"01 21 31.3","+80 09 07",0.33,108,-14,"dK8","K",8,,9.66,8.4,56,1.29,
12673,"NN 3089",,"01 20 33.7","+38 20 00",0.04,122,,"dK8","K",8,,10.64,7.54,24,1.14,
12908,"Gl 112.1",,"02 46 17.8","+11 46 30",0.332,126.7,11.3,"dK8","K",8,,8.59,7.91,73,1.28,17230
12972,"NN 3206",,"03 11 52.3","+61 32 22",0.09,8,,"dK8","K",8,,10.12,8.53,48,1.32,
13298,"NN 3339",,"05 14 03.2","+08 00 17",0.352,217,,"DA8","A",8,,15.89,13.9,40,0.42,
13418,"Gl 226.2",,"06 07 55.7","+67 58 39",0.09,193,1.6,"dK8","K",8,,9.75,7.76,40,1.25,
13430,"NN 3386",,"06 13 36.2","+63 23 44",0.248,137,17.9,"dK8","K",8,,9.69,7.7,40,1.21,
13577,"Gl 273.1",,"07 29 02.2","+31 59 37",0.232,44.4,-4.1,"dK8","K",8,,7.74,6.16,48.3,0.94,58830
13589,"Gl 276",,"07 31 08.1","+14 36 53",0.297,167.6,65.6,"dK8","K",8,,8.98,7.27,45.6,1.1,59582
13621,"NN 3460",,"07 41 44.7","+49 13 21",0.076,261.2,7.6,"dK8","K",8,,9.73,7.51,36,1.19,
13896,"Gl 343.1",,"09 27 28.8","+39 30 20",0.19,133,-21,"dK8  e","K",8,,9.84,8.06,44,1.29,
13985,"Gl 378.1",,"10 02 28.3","+44 34 44",0.29,250.9,33.5,"dK8","K",8,,9.04,6.94,38,1.07,86856
14036,"Gl 389.1",,"10 24 14.8","-10 24 21",0.403,132,,"dK8","K",8,,10,7.78,36,1.24,
14097,"Gl 402.1",,"10 52 02.9","-00 09 39",0.262,168.5,,"dK8","K",8,,10.2,8.6,46.8,0.9,
14242,"Gl 439",,"11 44 40.6","+30 57 32",0.386,184.2,28.6,"dK8","K",8,,8.96,7.18,44,1.13,
14430,"Wo 9418",,"12 49 54.8","+71 11 09",0.26,230,-76.5,"K8","K",8,,10.08,6.59,20,0.97,
14806,"GJ 1189",,"15 09 04.2","+24 00 57",0.499,288.5,-51.3,"dK8","K",8,,9.31,6.97,34,1.06,
14947,"NN 3940",,"16 06 39.6","+47 30 14",0.123,3,-17.3,"dK8","K",8,,9.9,8.06,42.9,1.17,
14925,"Gl 609.1",,"16 01 53.5","+58 33 55",0.467,316,-7.7,"F8 IV-V","F",8,,4.01,2.45,48.7,0.52,144284
14999,"Gl 626",,"16 27 57.0","+07 18 23",0.346,224.5,-35,"dK8","K",8,,8.83,7.76,61,1.23,148467
15063,"NN 3977",,"16 50 22.1","+47 43 49",0.11,249,-0.4,"dK8","K",8,,9.42,7.26,37,1.19,
15064,"NN 3978",,"16 50 54.8","+38 09 03",0.078,19.3,6,"dK8","K",8,,10.55,10.59,102,1.59,
15083,"Gl 649.1","A","16 57 53.1","+47 22 01",0.317,330.1,-6.6,"dK8   J","K",8,,7.83,6.61,57,0.98,153557
15118,"Gl 659","A","17 10 10.7","+54 29 40",0.137,147.8,4.2,"dK8","K",8,,8.85,7.32,49.5,1.16,155674
15119,"Gl 659","B","17 10 12.8","+54 29 22",0.14,141.1,2.9,"dK8","K",8,,9.34,7.81,49.5,1.25,
15208,"Gl 689",,"17 36 13.6","+71 52 40",0.104,111.4,-23.9,"dK8","K",8,,8.62,7.16,51,1.1,160964
15212,"NN 4020","A","17 38 39.3","+61 14 16",0.069,319.1,,"dK8","K",8,,10.28,8.34,41,1.23,
15186,"NN 4012",,"17 37 18.1","-54 26 10",0.446,193,,"DA8","A",8,,15.8,14.2,48,0.46,
15249,"Gl 698",,"17 55 45.3","+18 29 59",0.065,228.4,-28.8,"dK8","K",8,,9.22,7.58,47,1.18,
15251,"NN 4035",,"17 56 12.1","+04 50 03",0.01,8.5,,"dK8","K",8,,8,6.3,46,,163489
15590,"NN 4142",,"20 16 55.7","+06 55 20",0.161,86.4,-57.3,"dK8","K",8,,9.72,7.31,33,1.14,
12732,"Gl 74",,"01 46 38.3","+12 24 42",0.078,163.7,21.9,"dK8","K",8,,8.9,6.91,40,1.05,10853
13886,"Gl 340.3",,"09 20 44.3","-05 45 16",0.373,251.4,36.5,"dK8","K",8,,9.09,7.31,44,1.16,80632
15172,"NN 4008",,"17 29 06.9","-23 50 06",0.31,258.3,,"K5 V","K",5,"V",9.66,7.93,45,1.29,158233
15198,"NN 4014",,"17 39 00.0","-43 08 42",0.291,234.5,-23.8,"G5 V","G",5,"V",7.24,5.2,39,0.72,159868
15219,"Gl 691",,"17 44 08.4","-51 50 04",0.192,183.9,-9,"G5 V","G",5,"V",5.14,5.2,103,0.7,160691
15191,"Gl 683.1",,"17 37 53.6","-42 34 03",0.403,154.3,3.8,"G5 V","G",5,"V",7.17,5.43,44.9,0.65,159656
